RAW_WORD,NORMALIZED_WORD,FREQUENCY,RANK,MEANING_ID,WORD_TYPE,IS_KRAMA
kudu,KUDU,1286,58,harus,,
tansah,TANSAH,1261,59,selalu,Kata Keadaan,
bakal,BAKAL,1251,60,bahan pakaian,Kata Benda,
saking,SAKING,1233,61,saking,,
saiki,SAIKI,1215,62,sekarang,,
duwé,DUWE,1213,63,punya,,
sampun,SAMPUN,1206,64,sudah,,Krama
pating,PATING,1203,65,banyak; berkali kali,Kata Sifat,
kala,KALA,1202,66,waktu,,
kita,KITA,1194,67,Kita,Pronomina,
kena,KENA,1194,68,kena,,
inggih,INGGIH,1193,69,iya; membenarkan sesuatu,,
dheweke,DHEWEKE,1169,70,dia,Pronomina,
utawi,UTAWI,1156,71,atau,Kata Sambung,
omah,OMAH,1156,72,rumah,Kata Benda,
déning,DENING,1154,73,oleh,Kata Depan,
wau,WAU,1150,74,tadi,Kata Benda,Krama
becik,BECIK,1119,75,baik,Kata Sifat,
jawa,JAWA,1110,76,bertanggung jawab; tahu kewajibannya,Kata Sifat,
gedhé,GEDHE,1110,77,besar,Kata Sifat,
banyu,BANYU,1110,78,air,Kata Benda,
durung,DURUNG,1096,79,belum,Kata Keadaan,
raden,RADEN,1070,80,gelar keturunan raja; gelar putra putri raja,,
bapak,BAPAK,1049,81,"bapak, ayah",Kata Benda,
nalika,NALIKA,1031,82,ketika,,
barang,BARANG,1011,83,pertunjukan kesenian berkeliling,Kata Benda,
bab,BAB,1008,84,"bab, hal, mengenai",Kata Benda,
bocah,BOCAH,988,85,anak,Kata Benda,
wulan,WULAN,977,86,bulan,Kata Benda,Krama
wus,WUS,942,87,sudah,Kata Keadaan,
luwih,LUWIH,942,88,lebih,,
kangjeng,KANGJENG,918,89,kang ajeng; (yang) penguasa,,
marga,MARGA,910,90,jalan,,
wadon,WADON,902,91,perempuan,Kata Sifat,
sarana,SARANA,900,92,sarana,,
olèh,OLEH,897,93,boleh,,
sareng,SARENG,896,94,bareng; bersama,,
cilik,CILIK,894,95,kecil,Kata Sifat,
dhuwit,DHUWIT,893,96,duit; uang,Kata Benda,
saben,SABEN,848,97,setiap,,
lara,LARA,822,98,sakit,,
ati,ATI,819,99,hati; [[ngati-ati,Kata Benda,
dipun,DIPUN,812,100,di-,Kata Depan,Krama
aja,AJA,806,101,jangan,Kata Seru,
mbok,MBOK,804,102,ibu,Kata Benda,Krama
dinten,DINTEN,803,103,hari; dina,,Krama
menyang,MENYANG,794,104,pergi,,
menika,MENIKA,783,105,itu; ini; yaitu,,
ning,NING,783,106,panggilan untuk kakak perempuan,,
pancen,PANCEN,774,107,memang,,
wiwit,WIWIT,771,108,mulai,Kata Kerja,
kalih,KALIH,769,109,dua,,
anggone,ANGGONE,769,110,dalam,,
dateng,DATENG,766,111,datang,,
ratu,RATU,761,112,ratu,,
neng,NENG,759,113,diam; hening,,
pemut,PEMUT,749,114,pesan,,
marengi,MARENGI,742,115,bersama; bersamaan; bareng,,
dados,DADOS,736,116,jadi,Kata Sifat,Krama
atine,ATINE,735,117,hatinya,,
pada,PADA,731,118,bait,,
désa,DESA,725,119,desa,Kata Benda,
terus,TERUS,722,120,"terus, kemudian",,
ladjeng,LADJENG,715,121,"terus, kemudian, selanjutnya",,
sira,SIRA,712,122,mereka; dia,,Krama
ngono,NGONO,710,123,begitu; seperti itu,,
saged,SAGED,701,124,bisa mampu,,
mula,MULA,699,125,maka,,
tiyang,TIYANG,693,126,tiang; orang; manusia,,
sapa,SAPA,690,127,siapa; sinten,,
seneng,SENENG,685,128,gembira,,
ngerti,NGERTI,685,129,paham; mengerti,,
awit,AWIT,682,130,"mulai, karena",Kata Sambung,
loro,LORO,678,131,dua,Kata Sifat,
wit,WIT,671,132,pohon,Kata Benda,
malih,MALIH,666,133,lagi,,Krama
lanang,LANANG,666,134,Laki-Laki,Kata Benda,
dhateng,DHATENG,660,135,datang,,
rada,RADA,660,136,agak,,
rasa,RASA,658,137,rasa,,
metu,METU,656,138,keluar,,
urip,URIP,655,139,hidup,Kata Kerja,
ala,ALA,654,140,buruk,Kata Sifat,
digawe,DIGAWE,638,141,dikerjakan;dibuat,,
tuwa,TUWA,636,142,tua,,
prabu,PRABU,632,143,raja,,
tekan,TEKAN,632,144,sampai,Kata Keadaan,
yaiku,YAIKU,630,145,yaitu,Kata Sambung,
tembang,TEMBANG,629,146,lagu,Kata Benda,
teka,TEKA,623,147,datang; sampai,,
énggal,ENGGAL,620,148,cepat,Kata Sifat,
swara,SWARA,607,149,suara; nada,,
mati,MATI,601,150,mati,,
enggone,ENGGONE,598,151,tempatnya,,
kurang,KURANG,598,152,kurang,,
bareng,BARENG,594,153,bersama,,
weruh,WERUH,594,154,"nampak, tahu; melihat",Kata Kerja,
lunga,LUNGA,593,155,pergi,Kata Kerja,
ukara,UKARA,593,156,kalimat,Kata Benda,
agung,AGUNG,588,157,api,Kata Benda,
siji,SIJI,587,158,satu,Kata Bilangan,
amarga,AMARGA,583,159,karena,Kata Sambung,
kados,KADOS,581,160,seperti,,
golek,GOLEK,579,161,cari; mencari,Kata Kerja,
minangka,MINANGKA,573,162,sebagai,,
mesthi,MESTHI,567,163,mesti;kudu,,
gesang,GESANG,565,164,hidup,,
kawula,KAWULA,555,165,saya;aku;orang;rakyat,,
jaman,JAMAN,553,166,zaman,,
mlebu,MLEBU,550,167,masuk,Kata Kerja,
mangan,MANGAN,549,168,makan,Kata Kerja,
kene,KENE,546,169,sini,Pronomina,
mbah,MBAH,546,170,kakek/nenek,Kata Benda,
mlaku,MLAKU,544,171,berjalan; [[mlaku-mlaku,Kata Kerja,
awake,AWAKE,543,172,diri; badan,,
kayu,KAYU,539,173,kayu,,
gelem,GELEM,538,174,mau,Kata Kerja,
bali,BALI,533,175,"pulang, kembali",Kata Kerja,
mèlu,MELU,531,176,ikut,,
nggih,NGGIH,528,177,iya; membenarkan sesuatu,,
dhuwur,DHUWUR,524,178,tinggi,Kata Sifat,
dudu,DUDU,521,179,bukan,Kata Keterangan,
dalan,DALAN,517,180,jalan,Kata Benda,
iwak,IWAK,480,181,ikan,Kata Benda,
bener,BENER,476,182,benar,Kata Sifat,
namung,NAMUNG,466,183,hanya,Kata Keterangan,Krama
kembang,KEMBANG,459,184,bunga,Kata Benda,
sampeyan,SAMPEYAN,456,185,Anda / kamu / engkau (lebih sopan),Pronomina,
lemah,LEMAH,448,186,tanah,Kata Benda,
liya,LIYA,444,187,lain,,
manuk,MANUK,443,188,burung,Kata Benda,
sanget,SANGET,442,189,sangat,Kata Keterangan,Krama
abang,ABANG,437,190,merah,Kata Sifat,
bathara,BATHARA,437,191,sebutan untuk dewa,Kata Sandang,
ugi,UGI,433,192,juga,Kata Keadaan,
ageng,AGENG,427,193,besar,Kata Sifat,Krama
nata,NATA,427,194,"menata, merapikan",Kata Kerja,
dawa,DAWA,424,195,panjang,Kata Sifat,
tiba,TIBA,423,196,jatuh,Kata Kerja,
krama,KRAMA,421,197,"bahasa jawa halus, kawin",Kata Sifat,
badhé,BADHE,410,198,akan,,
slamet,SLAMET,409,199,selamat,,
turu,TURU,408,200,tidur,Kata Kerja,
liyane,LIYANE,403,201,yang lain,,
pati,PATI,399,202,kematian,Kata Benda,
tumrap,TUMRAP,399,203,untuk,,
rama,RAMA,389,204,Ayah,Kata Benda,
aran,ARAN,386,205,nama,Kata Benda,
wayah,WAYAH,383,206,cucu,Kata Benda,
crita,CRITA,373,207,cerita,Kata Benda,
lawang,LAWANG,368,208,pintu,Kata Benda,
bengi,BENGI,367,209,malam,Kata Benda,
dolanan,DOLANAN,366,210,"bermain, mainan, permainan",Kata Kerja,
adoh,ADOH,360,211,jauh,Kata Keadaan,
pari,PARI,359,212,padi,Kata Benda,
ireng,IRENG,359,213,hitam,Kata Sifat,
matur,MATUR,356,214,minta,Kata Kerja,
ngarep,NGAREP,353,215,depan,Kata Keadaan,
sega,SEGA,352,216,nasi,Kata Benda,
wani,WANI,351,217,berani,Kata Sifat,
ésuk,ESUK,351,218,pagi,Kata Keadaan,
geni,GENI,351,219,api,Kata Benda,
laku,LAKU,349,220,perjalanan hidup/cobaan yang harus dilalui,,
déwa,DEWA,349,221,dewa,Kata Benda,
legi,LEGI,344,222,manis,Kata Sifat,
ayu,AYU,341,223,cantik,Kata Sifat,
tresna,TRESNA,339,224,"Suka, Cinta",Kata Kerja,
linggih,LINGGIH,337,225,duduk,Kata Kerja,
pinter,PINTER,334,226,"pintar, cerdas",Kata Sifat,
jaran,JARAN,332,227,kuda,Kata Benda,
kiwa,KIWA,331,228,kiri,Kata Keterangan,
kagèt,KAGET,326,229,terkejut,Kata Sifat,
godhong,GODHONG,318,230,daun,Kata Benda,
alas,ALAS,314,231,hutan,Kata Benda,
alus,ALUS,312,232,halus,Kata Sifat,
jalaran,JALARAN,307,233,penyebab,Kata Benda,
ingsun,INGSUN,306,234,saya,Kata Benda,
watu,WATU,303,235,batu,Kata Benda,
wadhah,WADHAH,302,236,wadah,Kata Benda,
anyar,ANYAR,296,237,baru; [[nganyari,Kata Sifat,
udan,UDAN,296,238,hujan,Kata Benda,
piranti,PIRANTI,292,239,peralatan,Kata Benda,
niku,NIKU,290,240,itu,,Krama
wedi,WEDI,288,241,takut,Kata Sifat,
wétan,WETAN,288,242,timur,,
wengi,WENGI,287,243,malam,Kata Keadaan,
rumangsa,RUMANGSA,286,244,merasa dalam hati,,
lali,LALI,285,245,Lupa,Kata Sifat,
nyambut,NYAMBUT,285,246,meminjam,,
cetha,CETHA,285,247,jelas,Kata Keadaan,
sikil,SIKIL,284,248,kaki,Kata Benda,
béda,BEDA,282,249,goda,,
lungguh,LUNGGUH,274,250,duduk,Kata Kerja,
apik,APIK,274,251,"baik, bagus",Kata Sifat,
manah,MANAH,272,252,hati / perasaan,,
damel,DAMEL,271,253,membuat,Kata Kerja,Krama
awak,AWAK,271,254,"badan, tubuh",Kata Benda,
badan,BADAN,269,255,diri,Kata Benda,
kebak,KEBAK,266,256,penuh,Kata Sifat,
gamelan,GAMELAN,265,257,alat musik Jawa,Kata Benda,
klambi,KLAMBI,264,258,baju,Kata Benda,
meneng,MENENG,261,259,diam,,
amba,AMBA,260,260,lebar/luas,Kata Sifat,
agama,AGAMA,257,261,besar; agung,Kata Benda,
nyawang,NYAWANG,255,262,melihat,,
biyèn,BIYEN,254,263,dahulu,,
wagé,WAGE,254,264,salah satu hari pasaran Jawa,,
patih,PATIH,251,265,wakil raja,Kata Benda,
tuku,TUKU,248,266,beli,Kata Kerja,
endi,ENDI,245,267,mana,Kata Benda,
pring,PRING,244,268,bambu,Kata Benda,
lenga,LENGA,244,269,minyak,,
naté,NATE,243,270,pernah,,
nemu,NEMU,243,271,menemukan,Kata Kerja,
munggah,MUNGGAH,239,272,naik,Kata Kerja,
panjenengan,PANJENENGAN,238,273,Anda / kamu / engkau (lebih sopan),,
nglakoni,NGLAKONI,237,274,"menjalani, melakukan",Kata Kerja,
jeneng,JENENG,236,275,nama,Kata Benda,
kahanan,KAHANAN,236,276,suasana / keadaan,,
bapa,BAPA,230,277,"bapak, ayah",Kata Benda,
lumrah,LUMRAH,229,278,"umum, wajar, biasa",Kata Sifat,
jawi,JAWI,227,279,jawa,Kata Benda,
kana,KANA,225,280,sana,,
awèh,AWEH,224,281,beri,,
aji,AJI,223,282,"nilai; harga, berharga",Kata Benda,
éling,ELING,222,283,"ingat, sadar",,
awan,AWAN,222,284,siang,Kata Benda,
gendhing,GENDHING,220,285,musik Jawa; lagu pada gamelan,Kata Benda,
gendhis,GENDHIS,220,286,gula,Kata Benda,Krama
mlayu,MLAYU,219,287,lari; [[mlayu sipat kuping,,
niki,NIKI,218,288,ini,,Krama
bojo,BOJO,218,289,suami/istri,Kata Benda,
kanca,KANCA,217,290,teman / kawan,Kata Benda,
enték,ENTEK,216,291,habis,,
wesi,WESI,215,292,besi,Kata Benda,
cedhak,CEDHAK,212,293,dekat,Kata Sifat,
lintang,LINTANG,212,294,bintang,,
lor,LOR,211,295,utara,Kata Keadaan,
angèl,ANGEL,208,296,"sukar, sulit, tidak mudah",,
hyang,HYANG,207,297,dewa,Kata Benda,
uwis,UWIS,203,298,sudah,Kata Keadaan,
bèn,BEN,203,299,biar,,
rembug,REMBUG,203,300,musyawarah;berkumpul;huddle,,
arsa,ARSA,203,301,akan; depan,Kata Keadaan,
donya,DONYA,202,302,dunia,,
prau,PRAU,200,303,"perahu, kapal",Kata Benda,
manggon,MANGGON,196,304,bertempat tinggal,Kata Kerja,
isin,ISIN,195,305,rasa malu,Kata Benda,
wanita,WANITA,194,306,"wanita, perempuan",Kata Benda,
wondene,WONDENE,194,307,"sedangkan, dalam hal.....",Kata Sambung,Krama
rekasa,REKASA,193,308,"susah, sengsara, banyak kesulitan",,
éndah,ENDAH,192,309,indah,,
embuh,EMBUH,192,310,entah,Kata Seru,
wanda,WANDA,191,311,badan,Kata Benda,
nandhang,NANDHANG,190,312,menderita / dilanda,Kata Sifat,Krama
kenceng,KENCENG,188,313,banter,,
babagan,BABAGAN,187,314,tentang,Kata Sambung,
angger,ANGGER,185,315,"asal, asalkan",Kata Keadaan,
abot,ABOT,185,316,berat,Kata Sifat,
éntuk,ENTUK,185,317,"dapat, boleh",,
wédang,WEDANG,185,318,air matang; minuman hangat,,
klebu,KLEBU,182,319,masuk,,
obah,OBAH,182,320,bergerak,Kata Kerja,
ula,ULA,182,321,ular,Kata Benda,
resik,RESIK,181,322,bersih,,
ada-ada,ADA-ADA,181,323,inisiatif,Kata Benda,
alon,ALON,181,324,pelan,Kata Sifat,
bagus,BAGUS,180,325,tampan,Kata Sifat,
lelakon,LELAKON,180,326,cerita hidup,,
séda,SEDA,178,327,mati (Jawa halus),,
omong,OMONG,178,328,"cakap, bicara",Kata Kerja,
amrih,AMRIH,177,329,"agar, supaya",Kata Sambung,
babar,BABAR,176,330,menjadi banyak,Kata Sifat,
weteng,WETENG,174,331,perut,Kata Benda,
ijo,IJO,174,332,hijau,Kata Sifat,
jero,JERO,173,333,dalam,Kata Sifat,
dumunung,DUMUNUNG,170,334,berada; bertempat,Kata Kerja,
wana,WANA,169,335,hutan,Kata Benda,
sedulur,SEDULUR,167,336,saudara; satu keluarga,,
atos,ATOS,167,337,keras,Kata Sifat,
dhemen,DHEMEN,166,338,suka,Kata Kerja,
kendel,KENDEL,164,339,berani,,
emoh,EMOH,164,340,tidak mau,Kata Kerja,
mripat,MRIPAT,163,341,mata,Kata Benda,
sekar,SEKAR,163,342,bunga,Kata Benda,Krama
abdi,ABDI,162,343,pembantu,Kata Benda,
papat,PAPAT,162,344,empat,Kata Benda,
adus,ADUS,161,345,mandi,Kata Kerja,
mandheg,MANDHEG,160,346,berhenti,Kata Sifat,
woh,WOH,159,347,buah,Kata Benda,
bekti,BEKTI,158,348,bakti,Kata Benda,
baya,BAYA,158,349,buaya,Kata Benda,
anane,ANANE,155,350,adanya,Kata Keterangan,
kutha,KUTHA,155,351,kota,Kata Benda,
getih,GETIH,154,352,darah,Kata Benda,
medal,MEDAL,153,353,pergi (ke luar),,Krama
bungah,BUNGAH,153,354,"bahagia, senang hati, gembira",Kata Sifat,
lenggah,LENGGAH,152,355,duduk,,Krama
gulu,GULU,152,356,leher,Kata Benda,
sinau,SINAU,151,357,Belajar,,
mari,MARI,151,358,sembuh; sudah; selesai,,
mili,MILI,151,359,mengalir,Kata Kerja,
kakehan,KAKEHAN,151,360,kebanyakan,,
tamba,TAMBA,151,361,Obat,Kata Benda,
garwa,GARWA,151,362,suami/istri,Kata Benda,Krama
kuwat,KUWAT,150,363,kuat,,
alit,ALIT,149,364,kecil,Kata Sifat,Krama
wingi,WINGI,148,365,kemarin,Kata Benda,
krambil,KRAMBIL,147,366,kelapa,Kata Benda,
tentrem,TENTREM,146,367,tentram,Kata Sifat,
dhawuh,DHAWUH,146,368,"ucapan, perintah",,Krama
angsal,ANGSAL,145,369,"boleh, dapat, mendapatkan",Kata Kerja,Krama
asor,ASOR,145,370,kalah,Kata Keadaan,
reged,REGED,145,371,kotor,Kata Sifat,
kakang,KAKANG,145,372,kakak (laki-laki),Kata Benda,
dalu,DALU,144,373,malam,Kata Benda,
asma,ASMA,144,374,nama,Kata Benda,Krama
nyang,NYANG,144,375,"tawar, nego",,
garing,GARING,143,376,kering,Kata Sifat,
gedhang,GEDHANG,143,377,pisang,Kata Benda,
sebab,SEBAB,142,378,karena,,
randha,RANDHA,141,379,Janda,Kata Benda,
jarit,JARIT,141,380,kain panjang,Kata Benda,
arta,ARTA,140,381,uang,Kata Benda,
wangsulan,WANGSULAN,140,382,"kembalian; umpan balik, jawaban",Kata Benda,Krama
éyang,EYANG,140,383,kakek,Kata Benda,
owah,OWAH,139,384,gila,Kata Kerja,
cekak,CEKAK,139,385,"pendek, pendek sekali; tidak mencukupi; ukurannya tidak memadai;",Kata Sifat,
wangsul,WANGSUL,136,386,pulang,Kata Kerja,Krama
lambé,LAMBE,136,387,bibir,Kata Benda,
cangkem,CANGKEM,136,388,mulut,Kata Benda,
asu,ASU,136,389,anjing,Kata Benda,
asih,ASIH,135,390,"kasih, sayang",Kata Benda,
bubar,BUBAR,134,391,bubar; selesai,Kata Sifat,
anèh,ANEH,133,392,aneh,Kata Sifat,
wedhus,WEDHUS,133,393,kambing,Kata Benda,
dhahar,DHAHAR,132,394,makan,Kata Kerja,Krama
bodho,BODHO,131,395,bodoh,Kata Sifat,
jaré,JARE,131,396,"kata, ucap; kira",Kata Kerja,
kuna,KUNA,131,397,kuno,Kata Sifat,
bunder,BUNDER,129,398,"bundar, bulat",Kata Sifat,
driji,DRIJI,129,399,jari,Kata Benda,
wiji,WIJI,129,400,biji; benih,Kata Benda,
amung,AMUNG,129,401,hanya,Kata Keterangan,
sida,SIDA,126,402,"jadi, berlanjut",,
ajeg,AJEG,126,403,tetap,Kata Keadaan,
wulu,WULU,126,404,bulu,Kata Benda,
sirah,SIRAH,125,405,kepala,Kata Benda,
enjing,ENJING,125,406,pagi,Kata Benda,
welas,WELAS,124,407,rasa kasihan,Kata Benda,
rikat,RIKAT,123,408,cepat,,
geger,GEGER,123,409,punggung,Kata Benda,
dhadha,DHADHA,123,410,dada,Kata Benda,
jembar,JEMBAR,122,411,luas,Kata Sifat,
cilaka,CILAKA,122,412,celaka,Kata Sifat,
sela,SELA,121,413,longgar,,
bakul,BAKUL,121,414,"pedagang, penjual",Kata Benda,
wurung,WURUNG,121,415,batal,Kata Keadaan,
untu,UNTU,121,416,gigi,Kata Benda,
mriki,MRIKI,120,417,kemari; ke sini,,Krama
balung,BALUNG,120,418,tulang,Kata Benda,
bala,BALA,119,419,"pihak, teman, pasukan",Kata Benda,
begawan,BEGAWAN,119,420,pendeta,Kata Benda,
nadyan,NADYAN,117,421,"sanajan, meskipun",Kata Sifat,Krama
larang,LARANG,117,422,mahal,Kata Sifat,
arang,ARANG,117,423,jarang,Kata Keadaan,
nyolong,NYOLONG,117,424,mencuri,Kata Kerja,
jaka,JAKA,114,425,"jejaka, perjaka",Kata Sifat,
bening,BENING,113,426,"jernih, transparan",Kata Sifat,
padu,PADU,112,427,bertengkar,Kata Kerja,
laki,LAKI,111,428,Hubungan suami istri,,
adi,ADI,110,429,bernilai tinggi; mempunyai kelebihan,Kata Sifat,
wé,WE,110,430,air,,
ali-ali,ALI-ALI,110,431,cincin,Kata Benda,
jamu,JAMU,110,432,"obat tradisional jawa, jamu",Kata Benda,
anom,ANOM,110,433,muda,Kata Sifat,
mréné,MRENE,109,434,kemari; ke sini,,
mabur,MABUR,109,435,terbang,,
budhal,BUDHAL,109,436,berangkat,Kata Kerja,
buri,BURI,108,437,belakang,Kata Keadaan,
wangi,WANGI,108,438,harum,Kata Sifat,
pasa,PASA,108,439,"puasa, Ramadhan, bulan kesembilan kalender Jawa.",,
purun,PURUN,107,440,mau,,Krama
jaréné,JARENE,107,441,"katanya, dengar-dengar (tentang rumor)",,
rabi,RABI,107,442,nikah,,
yekti,YEKTI,107,443,sungguh; benar,Kata Sifat,
jawata,JAWATA,107,444,dewa,Kata Benda,
jejer,JEJER,106,445,"adegan dalam pagelaran wayang yang menggambarkan pertemuan raja, para punggawa serta keluarga istana; sebagai; adegan pertama dalam pewayangan; subjek, pelaku",Kata Benda,
antuk,ANTUK,105,446,"dapat, mendapatkan, memperoleh; [[pikantuk",Kata Kerja,
pitu,PITU,105,447,tujuh,Kata Benda,
nyoba,NYOBA,105,448,mencoba,,
lirih,LIRIH,105,449,pelan,,
misuwur,MISUWUR,104,450,tenar/ terkenal,,
ngasta,NGASTA,104,451,membawa,Kata Kerja,Krama
wilangan,WILANGAN,104,452,bilangan,Kata Benda,
wungu,WUNGU,102,453,bangun,Kata Kerja,
dhusun,DHUSUN,102,454,Kelompok masyarakat di bawah desa,,Krama
waras,WARAS,101,455,sehat,Kata Sifat,
wanci,WANCI,101,456,"saat, waktu",Kata Benda,
wates,WATES,100,457,batas,Kata Benda,
genah,GENAH,100,458,gampang,Kata Benda,
ngapusi,NGAPUSI,99,459,"membohongi, bohong",Kata Kerja,
empuk,EMPUK,99,460,lembut,Kata Sifat,
bendara,BENDARA,99,461,majikan,Kata Benda,
tilas,TILAS,98,462,bekas,Kata Sifat,
kaca,KACA,98,463,"halaman (buku dsb.), kaca",Kata Benda,
jagad,JAGAD,98,464,dunia,Kata Benda,
angger-angger,ANGGER-ANGGER,97,465,peraturan,Kata Benda,
atur,ATUR,97,466,memberi ''[eg. [[atur pambagya,,Krama
adhem,ADHEM,97,467,dingin,Kata Sifat,
dasa,DASA,96,468,puluh,Kata Bilangan,
jan,JAN,95,469,sungguh-sungguh,Kata Seru,
adol,ADOL,95,470,jual,Kata Keadaan,
ngaso,NGASO,93,471,istirahat,Kata Kerja,
lemu,LEMU,93,472,gemuk,,
wadi,WADI,93,473,rahasia,Kata Benda,
rah,RAH,92,474,darah,Kata Benda,
kadang,KADANG,92,475,saudara,,
keri,KERI,92,476,ketinggalan,,
uyah,UYAH,90,477,garam,Kata Benda,
jenang,JENANG,90,478,bubur halus,Kata Benda,
balé,BALE,90,479,"ruang tamu, balai",,
rega,REGA,89,480,Harga,,
kesel,KESEL,88,481,capek,,
dadakan,DADAKAN,87,482,pemicu timbulnya permasalahan,Kata Benda,
atus,ATUS,87,483,tidak lagi mengandung air,Kata Sifat,
lemes,LEMES,86,484,lemas,,
édan,EDAN,86,485,gila,Kata Sifat,
wegah,WEGAH,86,486,enggan; malas/kurang semangat,Kata Sifat,
bedhil,BEDHIL,86,487,senapan; [[mbedhil,,
dwi,DWI,86,488,dua,Kata Bilangan,
dipun-,DIPUN-,86,489,di- (awalan),,Krama
temah,TEMAH,85,490,manjadi,Kata Kerja,
konangan,KONANGAN,85,491,ketahuan,,
akon,AKON,85,492,suruh,Kata Kerja,
nganggep,NGANGGEP,84,493,menganggap,Kata Kerja,
darbé,DARBE,84,494,"milik, mempunyai",,
batur,BATUR,84,495,"teman, pembantu",,
wedhi,WEDHI,83,496,pasir,Kata Benda,
sedheng,SEDHENG,82,497,cukup,,
landhep,LANDHEP,82,498,tajam,,
patrap,PATRAP,81,499,sikap,Kata Benda,
gangsal,GANGSAL,81,500,lima,Kata Bilangan,
wusana,WUSANA,81,501,"akhir, kemudian",Kata Benda,
wuri,WURI,81,502,belakang,Kata Keadaan,
galih,GALIH,81,503,merasakan dalam hati,Kata Kerja,
raos,RAOS,80,504,rasa,,Krama
asta,ASTA,80,505,tangan,Kata Benda,Krama
alangan,ALANGAN,80,506,halangan,Kata Benda,
wutuh,WUTUH,80,507,utuh,Kata Sifat,
dluwang,DLUWANG,80,508,kertas,Kata Benda,
warta,WARTA,80,509,berita,Kata Benda,
impèn,IMPEN,80,510,mimpi; impian,,
bawa,BAWA,80,511,pembukaan gending,Kata Benda,
awang-awang,AWANG-AWANG,80,512,langit bebas,Kata Benda,
kondhang,KONDHANG,79,513,terkenal/termashur/ternama,,
dodolan,DODOLAN,79,514,berjualan,Kata Kerja,
cacah,CACAH,79,515,jumlah,Kata Benda,
wolu,WOLU,79,516,delapan,Kata Benda,
ngarsa,NGARSA,78,517,depan,Kata Keadaan,Krama
wenang,WENANG,78,518,"berwenang, berhak",Kata Sifat,
besar,BESAR,78,519,"nama bulan dalam kalender jawa, Zulhijah",Kata Benda,
kangèlan,KANGELAN,76,520,kesulitan,,
kethèk,KETHEK,76,521,monyet,Kata Benda,
éwa,EWA,75,522,kecewa,,
gandheng,GANDHENG,75,523,gandeng,Kata Sifat,
wewengkon,WEWENGKON,75,524,"daerah kekuasaan, wilayah",Kata Benda,
gèdhèg,GEDHEG,75,525,menggelengkan kepala tanda tidak menyetujui/tidak mau/menolak,,
kabul,KABUL,75,526,terkabul/terwujud,,
kadohan,KADOHAN,74,527,kejauhan,,
amargi,AMARGI,74,528,karena,Kata Sambung,
biyung,BIYUNG,74,529,ibu,Kata Keadaan,
simbah,SIMBAH,74,530,"kakek/nenek, orang tua dari ibu-bapak",,
ayem,AYEM,74,531,tentram (hati,Kata Sifat,
bandha,BANDHA,74,532,"harta, kekayaan",Kata Benda,
gathuk,GATHUK,74,533,"ketemu dan cocok, sesuai",,
pinarak,PINARAK,73,534,mampir,Kata Kerja,Krama
betah,BETAH,73,535,butuh,Kata Kerja,
ngajeni,NGAJENI,73,536,"menghormati, menghargai",Kata Kerja,
ajeng,AJENG,73,537,akan,Kata Keterangan,Krama
bakda,BAKDA,73,538,setelah,Kata Keadaan,
ules,ULES,73,539,warna (untuk binatang,Kata Benda,
wekasan,WEKASAN,72,540,akhir,Kata Benda,
luh,LUH,72,541,Air Mata,Kata Benda,
enggon,ENGGON,72,542,tempat,Kata Benda,
mligi,MLIGI,72,543,"melulu, khusus",,
gerah,GERAH,72,544,sakit,,Krama
juragan,JURAGAN,72,545,majikan,Kata Benda,
dhalang,DHALANG,72,546,dalang,Kata Benda,
andhap,ANDHAP,72,547,"bagian bawah, rendah",Kata Benda,Krama
éka,EKA,72,548,satu,,
wasis,WASIS,72,549,"pandai; pandai, trampil, cekatan, luwes",Kata Benda,
babad,BABAD,71,550,cerita sejarah,Kata Benda,
sugeng,SUGENG,71,551,hidup,,Krama
anteng,ANTENG,71,552,tenang,Kata Sifat,
widadari,WIDADARI,71,553,bidadari perempuan,Kata Benda,
semar,SEMAR,71,554,tokoh ponokawan,,
suruh,SURUH,71,555,daun sirih (lihat sedhah),,
catur,CATUR,71,556,empat,Kata Sifat,
pandhawa,PANDHAWA,71,557,lima bersaudara yang semuanya laki-laki,Kata Benda,
harja,HARJA,71,558,selamat,Kata Sifat,
seger,SEGER,70,559,segar,,
rukun,RUKUN,70,560,Akur/tidak berselisih/bersahabat,,
gadhah,GADHAH,70,561,mempunyai,Kata Kerja,
yasa,YASA,70,562,membuat,Kata Kerja,
bar,BAR,70,563,selesai,Kata Keadaan,
gèntèr,GENTER,70,564,galah,,
jangan,JANGAN,70,565,sayur (masakan),Kata Benda,
éwadéné,EWADENE,69,566,walaupun demikian,,
mantep,MANTEP,69,567,mantap,,
arum,ARUM,69,568,wangi sedap,,
paraga,PARAGA,69,569,"pemeran, tokoh, karakter",Kata Benda,
jejeg,JEJEG,69,570,tendang,Kata Kerja,
rahayu,RAHAYU,69,571,"selamat, sejahtera",,
gampil,GAMPIL,68,572,"gampang, mudah",Kata Sifat,Krama
antawis,ANTAWIS,68,573,kira-kira,,Krama
warsa,WARSA,68,574,tahun,Kata Benda,
bathuk,BATHUK,68,575,"dahi, kening, jidat",Kata Benda,
cagak,CAGAK,67,576,tongkat; penyangga; tiang; pilar,Kata Benda,
kasèp,KASEP,67,577,terlambat,,
lugu,LUGU,67,578,"lucu, polos",Kata Sifat,
nandur,NANDUR,67,579,menanam,Kata Kerja,
buntut,BUNTUT,67,580,ekor,,
