RAW_WORD,NORMALIZED_WORD,FREQUENCY,RANK,MEANING_ID,WORD_TYPE,IS_KRAMA
lunyu,LUNYU,21,1080,licin,Kata Sifat,
wekas,WEKAS,21,1081,pesan,Kata Benda,
wanti-wanti,WANTI-WANTI,21,1082,berpesan dengan sangat,Kata Kerja,
andum,ANDUM,21,1083,berbagi,Kata Kerja,
jaler,JALER,21,1084,laki-laki,Kata Sifat,
renggang,RENGGANG,21,1085,tidak mepet,,
antep,ANTEP,21,1086,berat,Kata Sifat,
wot,WOT,21,1087,jembatan; titian biasanya dibuat sangat sederhana dari bahan kayu atau bambu,Kata Benda,
grahana,GRAHANA,21,1088,gerhana,Kata Benda,
elar,ELAR,21,1089,bulu unggas,Kata Benda,
pedhet,PEDHET,21,1090,anak sapi,Kata Benda,
wacana,WACANA,21,1091,"wacana, diskursus",Kata Benda,
wuyung,WUYUNG,21,1092,"kasmaran; tergila-gila, jatuh cinta",Kata Sifat,
lisah,LISAH,20,1093,minyak,,Krama
padang,PADANG,20,1094,terang,Kata Sifat,
èdi,EDI,20,1095,indah,,
wagu,WAGU,20,1096,"janggal; canggung, kurang serasi, tidak pantas",Kata Sifat,
rujuk,RUJUK,20,1097,kemabli berkumpul/bersaama,,
lamur,LAMUR,20,1098,kabur [pandangan,,
anyel,ANYEL,20,1099,jengkel,Kata Sifat,
céngkok,CENGKOK,20,1100,"dialek, lagu",,
dhingklik,DHINGKLIK,20,1101,kursi pendek setinggi orang jongkok,,
kumat,KUMAT,20,1102,kambuh,,
waluya,WALUYA,20,1103,sehat,Kata Sifat,
rujak,RUJAK,20,1104,makanan yang terdiri dari berbagai macam buah dengan bumbu yangpedas,,
garangan,GARANGAN,20,1105,"sejenis kucing liar, pemanggang",,
waspa,WASPA,20,1106,air mata,Kata Benda,
ancer-ancer,ANCER-ANCER,20,1107,prakiraan; ancar-ancar,Kata Benda,
amot,AMOT,20,1108,muat,Kata Kerja,
wilujeng,WILUJENG,20,1109,selamat,Kata Keadaan,
walik,WALIK,20,1110,balik,Kata Benda,
jèbèng,JEBENG,20,1111,panggilan untuk bayi,,
wengku,WENGKU,20,1112,"memangku, menikahi (pria menikahi wanita)",Kata Kerja,
benthèt,BENTHET,20,1113,retak,,
gèthèk,GETHEK,20,1114,rakit,,
wudun,WUDUN,20,1115,bisul,Kata Benda,
cèrèt,CERET,20,1116,cerek,,
jenthik,JENTHIK,20,1117,kelingking,Kata Benda,
sikut,SIKUT,20,1118,siku,,
kombor,KOMBOR,20,1119,terlalu besar (untuk pakaian),,
wanara,WANARA,20,1120,kera,Kata Benda,
bingar,BINGAR,19,1121,"ceria, cerah",Kata Sifat,
ical,ICAL,19,1122,hilang,Kata Sifat,Krama
alot,ALOT,19,1123,kenyal susah di potong,Kata Sifat,
wara-wara,WARA-WARA,19,1124,pengumuman,Kata Benda,
ngulu,NGULU,19,1125,menelan,Kata Kerja,
bendhé,BENDHE,19,1126,gong kecil,,
ngasah,NGASAH,19,1127,mengasah; menghitung porsi,Kata Kerja,
wadul,WADUL,19,1128,mengadu (dalam omongan); melapor,Kata Kerja,
wakul,WAKUL,19,1129,bakul/tempat nasi,Kata Benda,
atis,ATIS,19,1130,"dingin (untuk hawa, udara",Kata Sifat,
amèk,AMEK,19,1131,mencari,,
gandrung,GANDRUNG,19,1132,tergila-gila,,
dhoyong,DHOYONG,19,1133,miring,Kata Sifat,
mingset,MINGSET,19,1134,bergeser/ susut,,
duduh,DUDUH,19,1135,kuah,Kata Benda,
wanodya,WANODYA,19,1136,wanita,Kata Benda,
bendha,BENDHA,19,1137,nama pohon,Kata Benda,
wedhak,WEDHAK,19,1138,bedak,Kata Benda,
buthek,BUTHEK,19,1139,keruh,,
gagang,GAGANG,19,1140,tangkai,Kata Benda,
jawah,JAWAH,19,1141,hujan,Kata Benda,
wandé,WANDE,19,1142,warung,,
ngudhari,NGUDHARI,19,1143,mengurai/melepas,Kata Kerja,
galengan,GALENGAN,19,1144,jalur pembatas petak sawah,Kata Benda,
bokor,BOKOR,19,1145,mangkuk besar,Kata Benda,
wadhuk,WADHUK,19,1146,bendungan,Kata Benda,
beksa,BEKSA,19,1147,tari,Kata Benda,
juwèh,JUWEH,19,1148,suka memberikan komentar tentang urusan orang lain,,
githok,GITHOK,19,1149,"belakang leher, tengkuk",Kata Benda,
cabar,CABAR,19,1150,kehilangan arti,Kata Sifat,
wudhar,WUDHAR,19,1151,terurai,Kata Kerja,
lempeng,LEMPENG,19,1152,Lurus,,
cabé,CABE,19,1153,nama rempah untuk jamu; cabai,Kata Benda,
olah-olah,OLAH-OLAH,18,1154,masak,,
rekaos,REKAOS,18,1155,lihat rekasa,,Krama
agem,AGEM,18,1156,pakai,Kata Kerja,
gèsèh,GESEH,18,1157,berbeda; tidak pas,,
garu,GARU,18,1158,alat penggaruk tanah; alat meratakan tanah di sawah dengan menggunakan tenaga ternak (kerbau atau sapi,Kata Benda,
cidhuk,CIDHUK,18,1159,gayung,Kata Benda,
enek,ENEK,18,1160,mual,Kata Sifat,
unta,UNTA,18,1161,onta,Kata Benda,
keselak,KESELAK,18,1162,tersedak,,
mlinjo,MLINJO,18,1163,bahan baku emping; melinjo,Kata Benda,
ina,INA,18,1164,hina,Kata Sifat,
bandar,BANDAR,18,1165,"agen besar, cukong; botoh, pengumpul taruhan dalam perjudian",Kata Benda,
tenger,TENGER,18,1166,tanda,Kata Benda,
melar,MELAR,18,1167,membesar atau melebar,,
wisuh,WISUH,18,1168,basuh tangan/kaki,Kata Kerja,
wiron,WIRON,18,1169,bagian dari kain panjang yang dilipat memanjang bersusun yang akan diletakkan di bagian terluar di depan pada saat kain jarik dikenakan,Kata Benda,
esthi,ESTHI,18,1170,latih; pelajari,Kata Kerja,
colok,COLOK,18,1171,penerangan; obor,Kata Benda,
ulu,ULU,18,1172,telan,Kata Kerja,
lobok,LOBOK,18,1173,kebesaran/kegedean,,
larik,LARIK,18,1174,baris,,
rebah,REBAH,17,1175,roboh,,Krama
ndungkap,NDUNGKAP,17,1176,hampir tercapai,,
muléh,MULEH,17,1177,pulang,,
mringis,MRINGIS,17,1178,meringis,,
bungkus,BUNGKUS,17,1179,"bungkus, kemasan",Kata Benda,
telek,TELEK,17,1180,tai ayam,Kata Benda,
luber,LUBER,17,1181,meluber,Kata Sifat,
remeng-remeng,REMENG-REMENG,17,1182,samar/remang-remang,,
coplok,COPLOK,17,1183,"tanggal, cabut, lepas, copot",Kata Sifat,
klelep,KLELEP,17,1184,tenggelam,,
bebener,BEBENER,17,1185,kebenaran,,
angslup,ANGSLUP,17,1186,tenggelam,Kata Kerja,
anut,ANUT,17,1187,ikut; [[anut-grubyuk,,
buntu,BUNTU,17,1188,"buntu, tidak tembus",Kata Sifat,
barung,BARUNG,17,1189,besar; utama,Kata Sifat,
iringan,IRINGAN,17,1190,samping,Kata Keadaan,
lethek,LETHEK,17,1191,ampas cairan (misal pada minyak goreng atau kopi),,
jalak,JALAK,17,1192,nama burung,Kata Benda,
gerang,GERANG,17,1193,dewasa,Kata Sifat,
anjlog,ANJLOG,17,1194,turun dari ketinggian tertentu dengan kecepatan tinggi,Kata Kerja,
epek-epek,EPEK-EPEK,17,1195,telapak tangan,,
cengkorongan,CENGKORONGAN,17,1196,"pola, bentuk dasar, tidak detil",,
klambu,KLAMBU,17,1197,gorden,Kata Benda,
gori,GORI,17,1198,nangka muda,Kata Benda,
balang,BALANG,17,1199,lempar,Kata Kerja,
beya,BEYA,17,1200,biaya,Kata Benda,
canggah,CANGGAH,17,1201,keturunan ke 5,,
bebana,BEBANA,17,1202,permintaan sebagai syarat,Kata Benda,
cakar,CAKAR,17,1203,; kuku tajam yang biasa pada hewan karnivora; cakar,Kata Benda,
dhadhung,DHADHUNG,17,1204,tali,Kata Benda,
cuwil,CUWIL,17,1205,mengambil sebagian kecil,Kata Kerja,
pucung,PUCUNG,17,1206,biji kluwak,Kata Benda,
watek,WATEK,16,1207,watak,Kata Benda,
warah,WARAH,16,1208,tunjuk/ajar; berkata,Kata Kerja,
joglo,JOGLO,16,1209,salah satu arsitektur rumah Jawa,Kata Benda,
godhog,GODHOG,16,1210,rebus,Kata Kerja,
kemayu,KEMAYU,16,1211,genit [perempuan,Kata Sifat,
aleman,ALEMAN,16,1212,manja,Kata Sifat,
bayem,BAYEM,16,1213,bayam,Kata Benda,
agèk,AGEK,16,1214,"sedang, lagi",,
jejuluk,JEJULUK,16,1215,"panggilan, sebutan",Kata Benda,
mleset,MLESET,16,1216,hiperaktif,Kata Sifat,
binarung,BINARUNG,16,1217,seiring; diiringi,Kata Keadaan,
banyak,BANYAK,16,1218,angsa,Kata Sifat,
gambir,GAMBIR,16,1219,buah pinang yang sudah diolah,Kata Benda,
ajang,AJANG,16,1220,"wadah, tempat makan (piring)",Kata Benda,
ilir,ILIR,16,1221,kipas,,
jangka,JANGKA,16,1222,jangka; ramalan,Kata Benda,
ambrol,AMBROL,16,1223,runtuh,Kata Kerja,
ndadi,NDADI,16,1224,menjadi-jadi,Kata Sifat,
wetah,WETAH,16,1225,utuh,Kata Sifat,
gering,GERING,16,1226,sakit,Kata Sifat,
pohung,POHUNG,16,1227,singkong,Kata Benda,
wayu,WAYU,16,1228,"basi; lama, lewat batas waktu (untuk makanan atau berita)",Kata Sifat,
ambyur,AMBYUR,16,1229,mencemplungkan diri ke dalam air,Kata Kerja,
kètèk,KETEK,16,1230,kotoran mata; belek,Kata Benda,
apem,APEM,16,1231,apam,Kata Benda,
congor,CONGOR,16,1232,"hidung binatang berkaki empat, mulut binatang (kasar), moncong",Kata Benda,
wos,WOS,16,1233,beras,Kata Benda,Krama
bong,BONG,16,1234,makam Tionghoa,Kata Benda,
dhedhes,DHEDHES,16,1235,mendesak seseorang dengan pertanyaan agar ybs mengaku/membuka rahasia,Kata Kerja,
umbel,UMBEL,16,1236,ingus,Kata Benda,
lalèn,LALEN,16,1237,pelupa/gampang lupa,Kata Sifat,
getas,GETAS,16,1238,retas; mudah patah,Kata Sifat,
ili,ILI,16,1239,"aliran (air, darah, dsb.)",Kata Benda,
kitir,KITIR,16,1240,surat,Kata Benda,
lelayu,LELAYU,16,1241,berita kematian,,
wirid,WIRID,16,1242,kata atau kalimat pujian kepada Allah yang dibaca berulang-ulang,Kata Kerja,
banda,BANDA,15,1243,mengikat kedua tangan ke belakang,Kata Kerja,
mriku,MRIKU,15,1244,di situ,,Krama
dora,DORA,15,1245,tidak terus terang,Kata Keadaan,
alu,ALU,15,1246,antan,Kata Benda,
nyokot,NYOKOT,15,1247,menggigit,Kata Kerja,
gasik,GASIK,15,1248,awal,Kata Keadaan,
nuku,NUKU,15,1249,(telah) membeli,Kata Kerja,
nglarani,NGLARANI,15,1250,menyakiti,Kata Kerja,
pathok,PATHOK,15,1251,kayu atau beton yang di tanam sebagai penanda,Kata Benda,
iguh,IGUH,15,1252,upaya; cara,Kata Benda,
kirik,KIRIK,15,1253,anak anjing,Kata Benda,
anggit,ANGGIT,15,1254,"reka, dirasakan, dikira, anggap",Kata Kerja,
congkrah,CONGKRAH,15,1255,tidak rukun,Kata Sifat,
babu,BABU,15,1256,perempuan pembantu,Kata Benda,
lungkrah,LUNGKRAH,15,1257,"capek, lelah, payah",Kata Sifat,
lembah,LEMBAH,15,1258,sopan,,
wuwung,WUWUNG,15,1259,bubungan atap,Kata Benda,
winengku,WINENGKU,15,1260,disunting; diperistri,Kata Kerja,
ayom,AYOM,15,1261,perlindungan,Kata Kerja,
ijol,IJOL,15,1262,tukar,Kata Kerja,
caturan,CATURAN,15,1263,bercakap-cakap,Kata Kerja,
wanadri,WANADRI,15,1264,hutan rimba,Kata Benda,
buntung,BUNTUNG,15,1265,hilang/patah bagian ujungnya,Kata Sifat,
bandhang,BANDHANG,15,1266,besar (banjir bandhang),,
garudha,GARUDHA,15,1267,"garuda, nama burung dalam mitos Jawa ( elang",Kata Benda,
gudèl,GUDEL,15,1268,anak kerbau,,
gitik,GITIK,15,1269,memukul dengan sebilah kayu kecil,,
wudel,WUDEL,15,1270,pusar,Kata Benda,
usada,USADA,15,1271,obat,Kata Benda,
apura,APURA,14,1272,maaf,Kata Benda,
wéwé,WEWE,14,1273,hantu perempuan,Kata Benda,
cikal,CIKAL,14,1274,"calon, bibit kelapa",Kata Benda,
nelangsa,NELANGSA,14,1275,sedih,Kata Sifat,
melas,MELAS,14,1276,kasihan; [[memelas,,
